0,3606.166667
2,3587.113636
4,3511.333333
6,3389.25
8,3242.106061
10,3120.833333
12,2905.333333
14,2884.045455
16,2688.871212
18,2467
20,2305.71
22,2142.393939
24,1892.795455
26,1791.545455
28,1595.257576
30,1398.371212
32,1311.227273
34,1150.621212
36,1082.507576
38,988.8106061
40,944.9318182
